cod_dpto,departamento,cod_mpio,municipio,departamento_mgn,municipio_mgn,municipio_tipo_mgn,area_km2_mgn_attribute,area_km2_calc,centroid_lat,centroid_lon,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps,has_mgn_centroid,has_reps_supply
05,Antioquia,05495,Nechí,ANTIOQUIA,NECHÍ,MUNICIPIO,936.58448418,936.5844841481508,7.990454779820206,-74.79243515512931,6.0,6.0,6.0,2.0,1.0,5.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05501,Olaya,ANTIOQUIA,OLAYA,MUNICIPIO,86.97390452,86.97390452384622,6.611416202994664,-75.77567195312083,2.0,1.0,2.0,2.0,2.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05541,Peñol,ANTIOQUIA,PEÑOL,MUNICIPIO,118.25519721,118.25519721038872,6.232394353949341,-75.22350864016927,33.0,33.0,33.0,1.0,1.0,32.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05543,Peque,ANTIOQUIA,PEQUE,MUNICIPIO,434.03883324,434.0388332472436,7.044173097109335,-75.8896859437468,4.0,4.0,4.0,1.0,1.0,3.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05576,Pueblorrico,ANTIOQUIA,PUEBLORRICO,MUNICIPIO,75.42674736,75.42674735608357,5.80970154165932,-75.86076448018272,16.0,16.0,16.0,1.0,1.0,15.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05579,Puerto Berrío,ANTIOQUIA,PUERTO BERRÍO,MUNICIPIO,1218.94481448,1218.9448144426224,6.481898104113396,-74.52876272850756,44.0,42.0,44.0,9.0,0.0,44.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05585,Puerto Nare,ANTIOQUIA,PUERTO NARE,MUNICIPIO,579.0660944,579.0660943849396,6.139168288756289,-74.68409214760328,6.0,5.0,6.0,2.0,2.0,4.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05591,Puerto Triunfo,ANTIOQUIA,PUERTO TRIUNFO,MUNICIPIO,369.2714945,369.2714944872356,5.954838505016184,-74.68621275710336,17.0,17.0,17.0,4.0,1.0,16.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05604,Remedios,ANTIOQUIA,REMEDIOS,MUNICIPIO,1964.99830698,1964.9983069158359,6.998213618088911,-74.55692380045011,18.0,18.0,18.0,2.0,1.0,17.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05607,Retiro,ANTIOQUIA,RETIRO,MUNICIPIO,241.92375201,241.92375200661397,6.052907207552341,-75.51565103907905,64.0,61.0,64.0,8.0,0.0,64.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
