cod_mpio,year,rips_f_atenciones,rips_f_rows,rips_f_diagnosticos_distinct,rips_f_tipos_atencion_distinct
73148,2020,256,91,73,4
73148,2021,379,91,63,4
73152,2019,283,66,43,4
73152,2020,282,44,34,4
73152,2021,277,58,42,3
73168,2019,741,96,45,4
73168,2020,759,96,80,4
73168,2021,1163,142,62,4
73200,2019,121,43,27,3
73200,2020,166,43,22,2
73200,2021,61,28,16,3
73217,2019,946,177,67,4
73217,2020,640,124,54,4
73217,2021,924,153,55,4
73226,2019,665,215,64,4
73226,2020,732,137,46,4
73226,2021,850,151,54,4
73236,2019,280,80,35,3
73236,2020,704,95,43,4
73236,2021,334,74,24,4
73268,2019,12295,661,227,4
73268,2020,11725,444,166,4
73268,2021,8698,405,122,4
73270,2019,341,109,50,4
73270,2020,369,107,51,4
73270,2021,189,46,26,4
73275,2019,1242,212,75,4
73275,2020,1830,280,88,4
73275,2021,1093,225,76,4
73283,2019,2331,395,134,4
73283,2020,1620,238,106,4
73283,2021,2237,243,76,4
73319,2019,1544,187,92,4
73319,2020,1788,187,88,4
73319,2021,1286,116,72,4
73347,2019,352,85,62,4
73347,2020,923,126,62,4
73347,2021,640,103,46,4
73349,2019,2111,230,77,4
73349,2020,4068,315,111,4
73349,2021,2383,291,81,4
73352,2019,1470,283,85,4
73352,2020,1418,291,92,4
73352,2021,1216,300,74,4
73408,2019,5470,529,155,4
73408,2020,6151,384,141,4
73408,2021,4324,341,141,4
73411,2019,3789,320,121,4
73411,2020,6004,418,171,4
73411,2021,9009,541,135,4
73443,2019,5513,585,142,4
73443,2020,9240,672,150,4
73443,2021,7932,446,115,4
73449,2019,2534,311,167,4
73449,2020,2916,240,133,4
73449,2021,2993,281,136,4
73461,2019,132,50,37,3
73461,2020,238,40,31,4
73461,2021,73,32,22,2
73483,2019,277,67,43,4
73483,2020,471,73,54,4
73483,2021,465,84,52,4
73504,2019,538,125,60,4
73504,2020,1310,173,96,4
73504,2021,1071,157,81,4
73520,2019,1001,171,88,4
73520,2020,808,124,65,4
73520,2021,575,105,67,4
73547,2019,186,61,35,4
73547,2020,485,76,37,4
73547,2021,215,71,31,3
73555,2019,914,160,76,4
73555,2020,541,133,71,4
73555,2021,801,111,44,4
73563,2019,724,141,73,4
73563,2020,462,103,63,4
73563,2021,561,122,54,4
73585,2019,2525,217,94,4
73585,2020,1173,156,87,4
73585,2021,840,96,52,4
73616,2019,125,45,28,3
73616,2020,213,49,35,3
73616,2021,130,44,30,3
73622,2019,121,39,33,3
73622,2020,90,28,21,3
73622,2021,87,29,18,4
73624,2019,1128,172,91,4
73624,2020,1199,145,101,4
73624,2021,1418,136,52,4
73671,2019,346,79,34,3
73671,2020,366,89,52,4
73671,2021,317,93,38,4
73675,2019,375,97,34,3
73675,2020,420,78,45,4
73675,2021,228,73,32,4
73678,2019,1273,154,73,4
73678,2020,616,124,66,4
73678,2021,608,111,53,4
73686,2019,401,81,40,4
73686,2020,508,101,41,4
73686,2021,300,82,25,4
73770,2019,421,114,39,4
73770,2020,197,60,25,3
73770,2021,128,56,28,3
73854,2019,447,99,33,4
73854,2020,230,51,24,4
73854,2021,135,44,23,4
73861,2019,573,120,45,4
73861,2020,1686,152,79,4
73861,2021,1193,142,77,4
73870,2019,249,75,32,4
73870,2020,278,41,30,3
73870,2021,291,58,35,4
73873,2019,59,21,12,3
73873,2020,172,31,28,3
73873,2021,260,47,22,4
76001,2019,294206,1152,337,4
76001,2020,202823,550,304,4
76001,2021,342869,1317,362,4
76020,2019,1708,190,107,4
76020,2020,2208,195,108,4
76020,2021,752,126,55,4
76036,2019,4250,247,146,4
76036,2020,3136,200,122,4
76036,2021,1641,131,67,4
76041,2019,1997,257,108,4
76041,2020,786,172,55,3
76041,2021,1628,245,70,4
76054,2019,207,70,34,4
76054,2020,185,60,30,4
76054,2021,223,57,22,4
76100,2019,572,92,81,4
76100,2020,551,107,73,4
76100,2021,309,81,43,4
76109,2019,13842,477,154,4
76109,2020,20528,513,178,4
76109,2021,20420,448,194,4
76111,2019,32116,815,265,4
76111,2020,43775,926,254,4
76111,2021,33149,776,230,4
76113,2019,4205,353,129,4
76113,2020,4683,326,144,4
76113,2021,3078,250,87,4
76122,2019,3200,258,111,4
76122,2020,2450,172,108,4
76122,2021,3079,205,89,4
76126,2019,606,90,64,4
76126,2020,661,82,59,4
76126,2021,942,137,75,4
76130,2019,14669,471,190,4
76130,2020,17227,628,198,4
76130,2021,14785,641,187,4
76147,2019,28565,683,220,4
76147,2020,20884,627,238,4
76147,2021,33507,911,221,4
76233,2019,952,155,96,4
76233,2020,1166,127,96,4
76233,2021,577,86,59,4
76243,2019,154,48,40,4
76243,2020,154,34,29,3
76243,2021,439,56,26,4
76246,2019,531,101,50,4
76246,2020,358,72,52,4
76246,2021,214,68,55,4
76248,2019,8760,419,138,4
76248,2020,9509,400,174,4
76248,2021,5739,263,154,4
76250,2019,390,83,55,4
76250,2020,263,41,34,4
76250,2021,44,19,13,3
76275,2019,3709,211,115,4
76275,2020,3326,158,130,4
76275,2021,2245,153,62,4
76306,2019,1177,144,65,4
76306,2020,1583,173,78,4
76306,2021,2053,204,61,4
76318,2019,6270,272,128,4
76318,2020,3835,202,142,4
76318,2021,4502,208,105,4
76364,2019,4007,273,125,4
76364,2020,8951,385,195,4
76364,2021,16660,600,207,4
76377,2019,553,131,62,4
76377,2020,663,116,62,4
76377,2021,488,120,79,4
76400,2019,5284,431,153,4
76400,2020,4252,403,148,4
76400,2021,3587,385,150,4
76403,2019,1021,166,90,4
76403,2020,945,139,74,4
76403,2021,841,152,77,4
76497,2019,1735,302,114,4
76497,2020,2885,334,120,4
76497,2021,1548,219,97,4
76520,2019,81625,1043,287,4
76520,2020,72726,860,300,4
76520,2021,58842,573,273,4
76563,2019,10919,384,187,4
76563,2020,4920,204,101,4
76563,2021,2483,194,107,4
76606,2019,1295,152,95,4
76606,2020,1162,84,55,4
76606,2021,712,73,54,4
76616,2019,342,66,46,4
76616,2020,783,72,39,4
76616,2021,1059,110,59,4
76622,2019,3461,303,174,4
76622,2020,4580,423,165,4
76622,2021,7106,419,181,4
76670,2019,1499,167,103,4
76670,2020,3354,183,104,4
76670,2021,2228,196,101,4
76736,2019,9946,509,188,4
76736,2020,11625,476,156,4
76736,2021,9382,551,149,4
76823,2019,1056,147,64,4
76823,2020,763,139,76,4
76823,2021,412,104,62,2
76828,2019,1422,214,125,4
76828,2020,1725,209,106,4
76828,2021,1103,187,89,4
76834,2019,68613,824,232,4
76834,2020,33353,588,222,4
76834,2021,29374,516,234,4
76845,2019,92,26,19,4
76845,2020,186,57,31,4
76845,2021,231,46,36,4
76863,2019,341,67,44,4
76863,2020,319,113,46,3
76863,2021,611,59,31,4
76869,2019,235,66,26,4
76869,2020,1877,150,55,4
76869,2021,2788,211,71,4
76890,2019,2103,275,128,4
76890,2020,2134,264,110,4
76890,2021,1296,207,92,4
76892,2019,9891,500,194,4
76892,2020,6245,287,113,4
76892,2021,6165,381,173,4
76895,2019,6640,383,207,4
76895,2020,7761,415,189,4
76895,2021,5435,358,162,4
81001,2019,8295,220,88,4
81001,2020,4931,240,115,4
81001,2021,6654,265,148,4
81065,2019,2363,327,124,4
81065,2020,2482,256,101,4
81065,2021,3089,313,122,4
81220,2019,176,38,14,4
81220,2020,129,32,13,4
81220,2021,54,30,14,2
81300,2019,797,195,71,4
81300,2020,608,123,61,3
81300,2021,627,111,55,4
81591,2019,22,19,13,3
81591,2020,88,23,15,4
81591,2021,33,20,9,4
81736,2019,2533,201,139,4
81736,2020,3347,179,112,4
81736,2021,5565,285,138,4
81794,2019,2005,243,129,4
81794,2020,3163,215,130,4
81794,2021,5575,230,132,4
85001,2019,1377,27,27,3
85001,2020,530,23,21,3
85001,2021,1037,18,17,2
85010,2019,145,15,10,2
85010,2020,11,4,4,1
85010,2021,56,8,8,3
85015,2019,2,1,1,1
85125,2019,39,2,2,1
85125,2021,46,8,6,1
85230,2019,9,1,1,1
85230,2020,6,3,3,1
85250,2019,281,17,10,3
85250,2020,39,6,6,3
85250,2021,112,16,15,3
85263,2019,6,5,5,3
85263,2020,14,6,6,3
85263,2021,11,4,3,2
85279,2019,29,5,5,1
85430,2021,9,1,1,1
85440,2019,263,17,14,2
85440,2020,100,11,11,3
85440,2021,178,29,15,4
