cod_mpio,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps
50006,119,109,119,43,4,115,Fecha corte REPS: Mar 12 2026  3:11PM
50110,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
50124,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
50150,8,6,8,5,3,5,Fecha corte REPS: Mar 12 2026  3:11PM
50223,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
50226,11,11,11,6,1,10,Fecha corte REPS: Mar 12 2026  3:11PM
50245,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
50251,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
50270,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
50287,5,5,5,3,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
50313,74,64,74,31,10,64,Fecha corte REPS: Mar 12 2026  3:11PM
50318,7,7,7,3,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
50325,3,2,3,3,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
50330,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
50350,4,3,4,3,2,2,Fecha corte REPS: Mar 12 2026  3:11PM
50370,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
50400,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
50450,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
50568,31,24,31,22,3,27,Fecha corte REPS: Mar 12 2026  3:11PM
50573,18,16,18,11,2,16,Fecha corte REPS: Mar 12 2026  3:11PM
50577,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
50590,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
50606,15,15,15,3,1,14,Fecha corte REPS: Mar 12 2026  3:11PM
50680,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
50683,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
50686,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
50689,23,23,23,8,1,22,Fecha corte REPS: Mar 12 2026  3:11PM
50711,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
52001,1060,952,1060,258,29,1031,Fecha corte REPS: Mar 12 2026  3:11PM
52019,18,15,18,9,4,14,Fecha corte REPS: Mar 12 2026  3:11PM
52022,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
52036,7,5,7,6,3,4,Fecha corte REPS: Mar 12 2026  3:11PM
52051,7,4,7,6,4,3,Fecha corte REPS: Mar 12 2026  3:11PM
52079,30,17,30,17,15,15,Fecha corte REPS: Mar 12 2026  3:11PM
52083,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
52110,24,17,24,13,8,16,Fecha corte REPS: Mar 12 2026  3:11PM
52203,8,5,8,6,4,4,Fecha corte REPS: Mar 12 2026  3:11PM
52207,8,7,8,3,2,6,Fecha corte REPS: Mar 12 2026  3:11PM
52210,10,10,10,1,1,9,Fecha corte REPS: Mar 12 2026  3:11PM
52215,16,12,16,9,6,10,Fecha corte REPS: Mar 12 2026  3:11PM
52224,4,4,4,2,2,2,Fecha corte REPS: Mar 12 2026  3:11PM
52227,45,33,45,19,14,31,Fecha corte REPS: Mar 12 2026  3:11PM
52233,8,1,8,8,8,0,Fecha corte REPS: Mar 12 2026  3:11PM
52240,20,14,20,11,6,14,Fecha corte REPS: Mar 12 2026  3:11PM
52250,20,12,20,13,9,11,Fecha corte REPS: Mar 12 2026  3:11PM
52254,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
52256,7,3,7,7,5,2,Fecha corte REPS: Mar 12 2026  3:11PM
52258,20,18,20,8,4,16,Fecha corte REPS: Mar 12 2026  3:11PM
52260,12,10,12,7,3,9,Fecha corte REPS: Mar 12 2026  3:11PM
52287,6,6,6,1,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
52317,22,19,22,9,6,16,Fecha corte REPS: Mar 12 2026  3:11PM
52320,14,14,14,5,1,13,Fecha corte REPS: Mar 12 2026  3:11PM
52323,12,11,12,2,2,10,Fecha corte REPS: Mar 12 2026  3:11PM
52352,10,8,10,1,1,9,Fecha corte REPS: Mar 12 2026  3:11PM
52354,8,4,8,5,4,4,Fecha corte REPS: Mar 12 2026  3:11PM
52356,334,302,334,79,22,311,Fecha corte REPS: Mar 12 2026  3:11PM
52378,30,23,30,14,7,23,Fecha corte REPS: Mar 12 2026  3:11PM
52381,16,10,16,9,7,9,Fecha corte REPS: Mar 12 2026  3:11PM
52385,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
52390,8,4,8,7,5,3,Fecha corte REPS: Mar 12 2026  3:11PM
52399,60,57,60,20,2,58,Fecha corte REPS: Mar 12 2026  3:11PM
52405,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
52411,12,11,12,6,2,10,Fecha corte REPS: Mar 12 2026  3:11PM
52418,8,8,8,2,1,7,Fecha corte REPS: Mar 12 2026  3:11PM
52427,13,2,13,12,12,1,Fecha corte REPS: Mar 12 2026  3:11PM
52435,11,3,11,10,9,2,Fecha corte REPS: Mar 12 2026  3:11PM
52473,4,4,4,3,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
52480,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
52490,18,12,18,11,7,11,Fecha corte REPS: Mar 12 2026  3:11PM
52506,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
52520,7,3,7,6,5,2,Fecha corte REPS: Mar 12 2026  3:11PM
52540,13,5,13,11,9,4,Fecha corte REPS: Mar 12 2026  3:11PM
52560,17,8,17,11,10,7,Fecha corte REPS: Mar 12 2026  3:11PM
52565,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
52573,10,5,10,6,6,4,Fecha corte REPS: Mar 12 2026  3:11PM
52585,31,28,31,5,3,28,Fecha corte REPS: Mar 12 2026  3:11PM
52612,23,13,23,12,11,12,Fecha corte REPS: Mar 12 2026  3:11PM
52621,9,1,9,9,9,0,Fecha corte REPS: Mar 12 2026  3:11PM
52678,24,23,24,8,1,23,Fecha corte REPS: Mar 12 2026  3:11PM
52683,26,25,26,10,2,24,Fecha corte REPS: Mar 12 2026  3:11PM
52685,7,7,7,2,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
52687,14,10,14,9,5,9,Fecha corte REPS: Mar 12 2026  3:11PM
52693,13,12,13,6,2,11,Fecha corte REPS: Mar 12 2026  3:11PM
52694,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
52696,9,4,9,9,6,3,Fecha corte REPS: Mar 12 2026  3:11PM
52699,10,5,10,7,7,3,Fecha corte REPS: Mar 12 2026  3:11PM
52720,4,2,4,4,3,1,Fecha corte REPS: Mar 12 2026  3:11PM
52786,21,15,21,11,6,15,Fecha corte REPS: Mar 12 2026  3:11PM
52788,7,5,7,6,3,4,Fecha corte REPS: Mar 12 2026  3:11PM
52835,158,115,158,74,39,118,Fecha corte REPS: Mar 12 2026  3:11PM
52838,41,38,41,17,4,37,Fecha corte REPS: Mar 12 2026  3:11PM
52885,10,7,10,6,4,6,Fecha corte REPS: Mar 12 2026  3:11PM
54001,1417,1212,1417,315,43,1374,Fecha corte REPS: Mar 12 2026  3:11PM
54003,17,13,17,8,4,13,Fecha corte REPS: Mar 12 2026  3:11PM
54051,9,7,9,3,3,6,Fecha corte REPS: Mar 12 2026  3:11PM
54099,3,2,3,2,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
54109,3,1,3,3,3,0,Fecha corte REPS: Mar 12 2026  3:11PM
54125,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
54128,5,4,5,2,2,3,Fecha corte REPS: Mar 12 2026  3:11PM
54172,18,18,18,2,1,17,Fecha corte REPS: Mar 12 2026  3:11PM
54174,7,7,7,2,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
54206,5,3,5,4,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
54223,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
54239,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
54245,3,2,3,3,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
54250,9,6,9,4,4,5,Fecha corte REPS: Mar 12 2026  3:11PM
54261,14,13,14,4,2,12,Fecha corte REPS: Mar 12 2026  3:11PM
54313,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
54344,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
54347,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
54377,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
54385,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
54398,5,3,5,4,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
54405,61,57,61,10,3,58,Fecha corte REPS: Mar 12 2026  3:11PM
54418,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
54480,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
54498,221,203,221,62,10,211,Fecha corte REPS: Mar 12 2026  3:11PM
54518,103,98,103,24,2,101,Fecha corte REPS: Mar 12 2026  3:11PM
54520,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
54553,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
54599,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
54660,10,8,10,3,3,7,Fecha corte REPS: Mar 12 2026  3:11PM
54670,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
54673,3,2,3,2,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
54680,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
54720,12,7,12,7,5,7,Fecha corte REPS: Mar 12 2026  3:11PM
54743,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
54800,5,4,5,4,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
54810,20,14,20,11,6,14,Fecha corte REPS: Mar 12 2026  3:11PM
54820,12,9,12,6,4,8,Fecha corte REPS: Mar 12 2026  3:11PM
54871,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
54874,43,37,43,15,8,35,Fecha corte REPS: Mar 12 2026  3:11PM
63001,1062,946,1062,200,13,1048,Fecha corte REPS: Mar 12 2026  3:11PM
63111,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
63130,53,46,53,11,6,47,Fecha corte REPS: Mar 12 2026  3:11PM
63190,28,28,28,3,1,27,Fecha corte REPS: Mar 12 2026  3:11PM
63212,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
63272,15,14,15,3,3,12,Fecha corte REPS: Mar 12 2026  3:11PM
63302,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
63401,22,22,22,4,2,20,Fecha corte REPS: Mar 12 2026  3:11PM
63470,16,15,16,4,2,14,Fecha corte REPS: Mar 12 2026  3:11PM
63548,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
63594,36,36,36,2,1,35,Fecha corte REPS: Mar 12 2026  3:11PM
63690,3,3,3,2,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
66001,1540,1407,1540,310,27,1513,Fecha corte REPS: Mar 12 2026  3:11PM
66045,4,3,4,2,2,2,Fecha corte REPS: Mar 12 2026  3:11PM
66075,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
66088,12,12,12,1,1,11,Fecha corte REPS: Mar 12 2026  3:11PM
66170,110,101,110,36,6,104,Fecha corte REPS: Mar 12 2026  3:11PM
66318,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
66383,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
66400,25,25,25,6,1,24,Fecha corte REPS: Mar 12 2026  3:11PM
66440,8,8,8,1,1,7,Fecha corte REPS: Mar 12 2026  3:11PM
66456,8,3,8,6,6,2,Fecha corte REPS: Mar 12 2026  3:11PM
66572,4,2,4,3,3,1,Fecha corte REPS: Mar 12 2026  3:11PM
66594,13,12,13,2,2,11,Fecha corte REPS: Mar 12 2026  3:11PM
66682,66,65,66,3,1,65,Fecha corte REPS: Mar 12 2026  3:11PM
66687,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
68001,1535,1382,1535,472,33,1502,Fecha corte REPS: Mar 12 2026  3:11PM
68013,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68020,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68051,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
68077,64,62,64,20,1,63,Fecha corte REPS: Mar 12 2026  3:11PM
68079,5,5,5,3,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
68081,320,295,320,120,12,308,Fecha corte REPS: Mar 12 2026  3:11PM
68092,3,2,3,3,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
68101,6,6,6,1,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
68121,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68132,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
68147,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
68152,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68160,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68162,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
68167,7,6,7,2,2,5,Fecha corte REPS: Mar 12 2026  3:11PM
68169,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68176,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68179,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68190,22,20,22,8,3,19,Fecha corte REPS: Mar 12 2026  3:11PM
68207,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68209,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68211,5,3,5,3,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
68217,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
68229,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68235,14,6,14,10,9,5,Fecha corte REPS: Mar 12 2026  3:11PM
68245,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68250,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68255,8,3,8,8,6,2,Fecha corte REPS: Mar 12 2026  3:11PM
68264,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68266,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68271,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68276,532,485,532,142,8,524,Fecha corte REPS: Mar 12 2026  3:11PM
68296,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68298,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68307,80,71,80,35,4,76,Fecha corte REPS: Mar 12 2026  3:11PM
68318,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
68320,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68322,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68324,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
68327,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
68344,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68368,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
68370,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68377,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
68385,4,4,4,2,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
68397,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68406,22,22,22,7,1,21,Fecha corte REPS: Mar 12 2026  3:11PM
68418,8,7,8,3,2,6,Fecha corte REPS: Mar 12 2026  3:11PM
68425,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68432,34,32,34,9,1,33,Fecha corte REPS: Mar 12 2026  3:11PM
68444,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
68464,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
68468,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68498,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68500,13,13,13,2,1,12,Fecha corte REPS: Mar 12 2026  3:11PM
68502,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68522,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68524,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68533,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
68547,382,356,382,79,2,380,Fecha corte REPS: Mar 12 2026  3:11PM
68549,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68572,18,18,18,3,1,17,Fecha corte REPS: Mar 12 2026  3:11PM
68573,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
68575,17,16,17,7,1,16,Fecha corte REPS: Mar 12 2026  3:11PM
68615,9,8,9,3,2,7,Fecha corte REPS: Mar 12 2026  3:11PM
68655,19,19,19,6,1,18,Fecha corte REPS: Mar 12 2026  3:11PM
68669,6,6,6,1,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
68673,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68679,139,134,139,40,2,137,Fecha corte REPS: Mar 12 2026  3:11PM
68682,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68684,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68686,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68689,11,9,11,6,2,9,Fecha corte REPS: Mar 12 2026  3:11PM
68705,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68720,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68745,4,2,4,3,3,1,Fecha corte REPS: Mar 12 2026  3:11PM
68755,51,50,51,12,1,50,Fecha corte REPS: Mar 12 2026  3:11PM
68770,4,4,4,2,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
68773,5,2,5,4,4,1,Fecha corte REPS: Mar 12 2026  3:11PM
68780,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68820,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
68855,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
68861,19,19,19,9,1,18,Fecha corte REPS: Mar 12 2026  3:11PM
68867,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
68872,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
68895,6,6,6,3,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
70001,513,460,513,260,24,489,Fecha corte REPS: Mar 12 2026  3:11PM
70110,9,9,9,6,1,8,Fecha corte REPS: Mar 12 2026  3:11PM
70124,4,4,4,3,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
70204,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
70215,68,62,68,33,4,63,Fecha corte REPS: Mar 12 2026  3:11PM
70221,16,15,16,8,0,15,Fecha corte REPS: Mar 12 2026  3:11PM
70230,4,4,4,3,0,4,Fecha corte REPS: Mar 12 2026  3:11PM
70233,4,4,4,4,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
70235,8,8,8,6,1,7,Fecha corte REPS: Mar 12 2026  3:11PM
70265,7,7,7,5,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
70400,5,5,5,3,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
70418,8,8,8,5,1,7,Fecha corte REPS: Mar 12 2026  3:11PM
70429,13,13,13,10,1,12,Fecha corte REPS: Mar 12 2026  3:11PM
70473,10,7,10,8,4,6,Fecha corte REPS: Mar 12 2026  3:11PM
70508,16,11,16,13,6,10,Fecha corte REPS: Mar 12 2026  3:11PM
70523,5,5,5,5,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
70670,19,17,19,13,2,17,Fecha corte REPS: Mar 12 2026  3:11PM
70678,16,13,16,11,4,12,Fecha corte REPS: Mar 12 2026  3:11PM
70702,4,4,4,2,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
70708,33,31,33,22,3,30,Fecha corte REPS: Mar 12 2026  3:11PM
70713,25,17,25,19,7,18,Fecha corte REPS: Mar 12 2026  3:11PM
70717,14,14,14,7,1,13,Fecha corte REPS: Mar 12 2026  3:11PM
70742,21,17,21,13,5,16,Fecha corte REPS: Mar 12 2026  3:11PM
70771,9,8,9,6,1,8,Fecha corte REPS: Mar 12 2026  3:11PM
70820,20,19,20,10,1,19,Fecha corte REPS: Mar 12 2026  3:11PM
70823,9,9,9,7,1,8,Fecha corte REPS: Mar 12 2026  3:11PM
73001,1145,1037,1145,358,41,1104,Fecha corte REPS: Mar 12 2026  3:11PM
73024,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73026,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
73030,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
73043,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73055,7,7,7,1,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
73067,6,1,6,6,6,0,Fecha corte REPS: Mar 12 2026  3:11PM
73124,6,5,6,2,2,4,Fecha corte REPS: Mar 12 2026  3:11PM
73148,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
73152,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
73168,36,35,36,11,4,32,Fecha corte REPS: Mar 12 2026  3:11PM
73200,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73217,5,4,5,3,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
73226,3,1,3,3,3,0,Fecha corte REPS: Mar 12 2026  3:11PM
73236,11,7,11,5,5,6,Fecha corte REPS: Mar 12 2026  3:11PM
73268,107,99,107,35,4,103,Fecha corte REPS: Mar 12 2026  3:11PM
73270,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73275,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
73283,26,25,26,3,1,25,Fecha corte REPS: Mar 12 2026  3:11PM
73319,22,22,22,5,1,21,Fecha corte REPS: Mar 12 2026  3:11PM
73347,8,4,8,5,5,3,Fecha corte REPS: Mar 12 2026  3:11PM
73349,17,17,17,9,1,16,Fecha corte REPS: Mar 12 2026  3:11PM
73352,11,6,11,6,6,5,Fecha corte REPS: Mar 12 2026  3:11PM
73408,14,14,14,3,2,12,Fecha corte REPS: Mar 12 2026  3:11PM
73411,28,25,28,9,4,23,Fecha corte REPS: Mar 12 2026  3:11PM
73443,52,50,52,8,1,51,Fecha corte REPS: Mar 12 2026  3:11PM
73449,34,34,34,9,1,33,Fecha corte REPS: Mar 12 2026  3:11PM
73461,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73483,5,5,5,2,2,3,Fecha corte REPS: Mar 12 2026  3:11PM
73504,5,4,5,5,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
73520,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
73547,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
73555,11,9,11,3,3,8,Fecha corte REPS: Mar 12 2026  3:11PM
73563,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
73585,11,11,11,5,1,10,Fecha corte REPS: Mar 12 2026  3:11PM
73616,15,4,15,14,12,3,Fecha corte REPS: Mar 12 2026  3:11PM
73622,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73624,13,12,13,3,2,11,Fecha corte REPS: Mar 12 2026  3:11PM
73671,10,10,10,2,1,9,Fecha corte REPS: Mar 12 2026  3:11PM
73675,4,3,4,3,3,1,Fecha corte REPS: Mar 12 2026  3:11PM
73678,3,2,3,3,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
73686,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73770,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73854,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73861,6,6,6,1,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
73870,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
73873,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
76001,5033,4236,5033,1056,112,4920,Fecha corte REPS: Mar 12 2026  3:11PM
76020,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
76036,15,10,15,10,5,10,Fecha corte REPS: Mar 12 2026  3:11PM
76041,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
76054,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
76100,13,4,13,10,10,3,Fecha corte REPS: Mar 12 2026  3:11PM
76109,183,152,183,96,21,162,Fecha corte REPS: Mar 12 2026  3:11PM
76111,220,208,220,61,9,211,Fecha corte REPS: Mar 12 2026  3:11PM
76113,16,14,16,8,2,14,Fecha corte REPS: Mar 12 2026  3:11PM
76122,32,21,32,14,11,21,Fecha corte REPS: Mar 12 2026  3:11PM
76126,7,7,7,3,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
76130,62,54,62,17,7,55,Fecha corte REPS: Mar 12 2026  3:11PM
76147,275,255,275,63,12,263,Fecha corte REPS: Mar 12 2026  3:11PM
76233,23,18,23,13,5,18,Fecha corte REPS: Mar 12 2026  3:11PM
76243,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
76246,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
76248,56,42,56,25,12,44,Fecha corte REPS: Mar 12 2026  3:11PM
76250,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
76275,50,46,50,11,4,46,Fecha corte REPS: Mar 12 2026  3:11PM
76306,10,10,10,2,1,9,Fecha corte REPS: Mar 12 2026  3:11PM
76318,26,21,26,13,5,21,Fecha corte REPS: Mar 12 2026  3:11PM
76364,163,143,163,31,1,162,Fecha corte REPS: Mar 12 2026  3:11PM
76377,4,4,4,2,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
76400,41,41,41,5,1,40,Fecha corte REPS: Mar 12 2026  3:11PM
76403,6,6,6,1,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
76497,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
76520,537,452,537,157,39,498,Fecha corte REPS: Mar 12 2026  3:11PM
76563,28,26,28,8,2,26,Fecha corte REPS: Mar 12 2026  3:11PM
76606,9,8,9,3,2,7,Fecha corte REPS: Mar 12 2026  3:11PM
