cod_mpio,year,sivigila_intento_suicidio,sivigila_intento_suicidio_confirmados,sivigila_intento_suicidio_occurrence_mpio_distinct
70400,2024,3,3,1
70418,2021,10,10,2
70418,2022,9,9,1
70418,2023,14,14,1
70418,2024,29,29,1
70429,2021,9,9,1
70429,2022,10,10,1
70429,2023,11,11,1
70429,2024,5,5,1
70473,2021,6,6,1
70473,2022,7,7,1
70473,2023,10,10,1
70473,2024,14,14,1
70508,2021,13,13,1
70508,2022,18,18,1
70508,2023,14,14,1
70508,2024,20,20,1
70523,2021,6,6,1
70523,2022,4,4,1
70523,2023,8,8,1
70523,2024,16,16,1
70670,2021,17,17,1
70670,2022,18,18,1
70670,2023,30,30,1
70670,2024,47,47,1
70678,2021,9,9,1
70678,2022,11,11,1
70678,2023,7,7,1
70678,2024,6,6,1
70702,2021,7,7,1
70702,2022,9,9,1
70702,2023,16,16,1
70702,2024,13,13,1
70708,2021,23,23,1
70708,2022,20,20,1
70708,2023,23,23,2
70708,2024,22,22,1
70713,2021,25,25,3
70713,2022,28,28,2
70713,2023,16,16,1
70713,2024,23,23,1
70717,2021,9,9,1
70717,2022,6,6,1
70717,2023,4,4,1
70717,2024,14,14,1
70742,2021,10,10,1
70742,2022,10,10,1
70742,2023,10,10,1
70742,2024,22,22,1
70771,2021,6,6,2
70771,2022,8,8,2
70771,2023,6,6,1
70771,2024,2,2,1
70820,2021,21,21,1
70820,2022,24,24,2
70820,2023,18,18,1
70820,2024,14,14,1
70823,2021,9,9,1
70823,2022,10,10,1
70823,2023,13,13,1
70823,2024,13,13,1
73001,2021,558,558,6
73001,2022,668,668,5
73001,2023,630,630,7
73001,2024,561,561,10
73024,2021,6,6,1
73024,2023,2,2,1
73024,2024,3,3,1
73026,2021,3,3,1
73026,2022,7,7,1
73026,2023,9,9,2
73026,2024,4,4,2
73030,2021,6,6,1
73030,2022,4,4,1
73030,2023,7,7,1
73030,2024,9,9,1
73043,2021,3,3,1
73043,2022,13,13,1
73043,2023,4,4,1
73043,2024,5,5,1
73055,2021,12,12,1
73055,2022,11,11,1
73055,2023,6,6,2
73055,2024,7,7,1
73067,2021,6,6,1
73067,2022,8,8,1
73067,2023,9,9,1
73067,2024,10,10,1
73124,2021,31,31,2
73124,2022,15,15,1
73124,2023,19,19,2
73124,2024,20,20,1
73148,2021,4,4,1
73148,2022,4,4,2
73148,2023,7,7,2
73148,2024,12,12,1
73152,2021,3,3,1
73152,2022,2,2,1
73152,2023,6,6,1
73152,2024,2,2,1
73168,2021,51,51,2
73168,2022,36,36,2
73168,2023,45,45,1
73168,2024,56,56,1
73200,2021,3,3,1
73200,2022,7,7,1
73200,2023,4,4,1
73200,2024,3,3,1
73217,2021,15,15,1
73217,2022,11,11,1
73217,2023,13,13,1
73217,2024,18,18,1
73226,2021,4,4,1
73226,2022,4,4,1
73226,2023,4,4,1
73226,2024,5,5,1
73236,2021,3,3,1
73236,2022,6,6,1
73236,2023,1,1,1
73236,2024,5,5,1
73268,2021,49,49,4
73268,2022,73,73,2
73268,2023,71,71,4
73268,2024,54,54,3
73270,2021,9,9,1
73270,2022,5,5,1
73270,2023,9,9,1
73270,2024,4,4,1
73275,2021,19,19,2
73275,2022,17,17,2
73275,2023,15,15,1
73275,2024,21,21,2
73283,2021,20,20,1
73283,2022,32,32,1
73283,2023,26,26,1
73283,2024,37,37,2
73319,2021,15,15,1
73319,2022,18,18,2
73319,2023,19,19,1
73319,2024,29,29,2
73347,2021,6,6,1
73347,2022,11,11,1
73347,2023,8,8,1
73347,2024,5,5,1
73349,2021,32,32,2
73349,2022,32,32,2
73349,2023,25,25,3
73349,2024,19,19,1
73352,2021,11,11,2
73352,2022,3,3,1
73352,2023,9,9,1
73352,2024,5,5,2
73408,2021,16,16,1
73408,2022,18,18,1
73408,2023,23,23,2
73408,2024,16,16,1
73411,2021,25,25,2
73411,2022,26,26,2
73411,2023,43,43,2
73411,2024,32,32,1
73443,2021,26,26,2
73443,2022,26,26,2
73443,2023,25,25,2
73443,2024,24,24,2
73449,2021,40,40,3
73449,2022,47,47,2
73449,2023,53,53,3
73449,2024,49,49,1
73461,2021,1,1,1
73461,2022,1,1,1
73461,2023,2,2,1
73483,2021,6,6,1
73483,2022,5,5,2
73483,2023,10,10,2
73483,2024,8,8,1
73504,2021,14,14,2
73504,2022,13,13,2
73504,2023,16,16,1
73504,2024,9,9,1
73520,2021,11,11,2
73520,2022,12,12,2
73520,2023,10,10,1
73520,2024,10,10,2
73547,2021,1,1,1
73547,2022,4,4,1
73547,2024,2,2,1
73555,2021,12,12,1
73555,2022,12,12,1
73555,2023,15,15,1
73555,2024,21,21,2
73563,2021,2,2,1
73563,2022,6,6,1
73563,2023,4,4,1
73563,2024,6,6,1
73585,2021,13,13,1
73585,2022,10,10,1
73585,2023,14,14,1
73585,2024,16,16,1
73616,2021,10,10,1
73616,2022,10,10,1
73616,2023,16,16,1
73616,2024,14,14,1
73622,2021,6,6,1
73622,2022,2,2,1
73622,2023,1,1,1
73622,2024,4,4,1
73624,2021,24,24,2
73624,2022,34,34,3
73624,2023,30,30,2
73624,2024,13,13,1
73671,2021,7,7,1
73671,2022,13,13,1
73671,2023,12,12,1
73671,2024,12,12,3
73675,2021,12,12,1
73675,2022,17,17,2
73675,2023,14,14,1
73675,2024,9,9,1
73678,2021,8,8,1
73678,2022,12,12,1
73678,2023,7,7,2
73678,2024,10,10,1
73686,2021,9,9,1
73686,2022,4,4,2
73686,2023,1,1,1
73686,2024,4,4,2
73770,2021,1,1,1
73770,2022,7,7,1
73770,2023,3,3,1
73770,2024,2,2,1
73854,2021,5,5,1
73854,2022,3,3,1
73854,2023,3,3,1
73854,2024,7,7,1
73861,2021,9,9,1
73861,2022,9,9,1
73861,2023,7,7,2
73861,2024,11,11,2
73870,2021,7,7,1
73870,2022,3,3,1
73870,2023,11,11,1
73870,2024,3,3,1
73873,2021,5,5,1
73873,2022,4,4,1
73873,2023,4,4,1
73873,2024,9,9,1
76001,2021,1334,1334,12
76001,2022,1930,1930,20
76001,2023,1985,1985,21
76001,2024,1743,1743,18
76020,2021,16,16,2
76020,2022,20,20,2
76020,2023,28,28,2
76020,2024,21,21,1
76036,2021,11,11,1
76036,2022,14,14,1
76036,2023,12,12,1
76036,2024,13,13,1
76041,2021,15,15,1
76041,2022,8,8,1
76041,2023,10,10,1
76041,2024,10,10,1
76054,2021,3,3,1
76054,2022,2,2,1
76054,2023,5,5,2
76054,2024,3,3,1
76100,2021,7,7,1
76100,2022,5,5,1
76100,2023,6,6,1
76100,2024,12,12,1
76109,2021,65,65,1
76109,2022,109,109,3
76109,2023,127,127,1
76109,2024,108,108,2
76111,2021,57,57,1
76111,2022,100,100,5
76111,2023,113,113,3
76111,2024,70,70,2
76113,2021,5,5,1
76113,2022,24,24,1
76113,2023,24,24,3
76113,2024,15,15,1
76122,2021,19,19,1
76122,2022,25,25,3
76122,2023,22,22,1
76122,2024,13,13,2
76126,2021,6,6,1
76126,2022,6,6,1
76126,2023,15,15,1
76126,2024,14,14,4
76130,2021,23,23,1
76130,2022,51,51,3
76130,2023,44,44,3
76130,2024,41,41,1
76147,2021,98,98,4
76147,2022,114,114,2
76147,2023,152,152,3
76147,2024,148,148,4
76233,2021,25,25,1
76233,2022,43,43,1
76233,2023,34,34,2
76233,2024,30,30,1
76243,2021,7,7,1
76243,2023,2,2,1
76243,2024,4,4,1
76246,2021,14,14,1
76246,2022,8,8,1
76246,2023,4,4,1
76246,2024,8,8,1
76248,2021,16,16,2
76248,2022,22,22,1
76248,2023,33,33,2
76248,2024,41,41,2
76250,2021,5,5,2
76250,2022,13,13,1
76250,2023,6,6,1
76250,2024,8,8,1
76275,2021,53,53,1
76275,2022,36,36,1
76275,2023,45,45,2
76275,2024,65,65,1
76306,2021,12,12,1
76306,2022,12,12,2
76306,2023,21,21,1
76306,2024,12,12,1
76318,2021,21,21,1
76318,2022,20,20,1
76318,2023,19,19,2
76318,2024,20,20,1
76364,2021,73,73,1
76364,2022,133,133,2
76364,2023,177,177,2
76364,2024,121,121,2
76377,2021,8,8,1
76377,2022,7,7,1
76377,2023,7,7,1
76377,2024,5,5,1
76400,2021,18,18,1
76400,2022,19,19,1
76400,2023,19,19,2
76400,2024,12,12,2
76403,2021,9,9,2
76403,2022,5,5,1
76403,2023,7,7,1
76403,2024,9,9,1
76497,2021,11,11,1
76497,2022,6,6,1
76497,2023,9,9,1
76497,2024,10,10,1
76520,2021,228,228,4
76520,2022,302,302,5
76520,2023,283,283,9
76520,2024,167,167,4
76563,2021,6,6,1
76563,2022,24,24,1
76563,2023,45,45,2
76563,2024,29,29,1
76606,2021,13,13,1
76606,2022,26,26,1
76606,2023,31,31,1
76606,2024,20,20,1
76616,2021,3,3,1
76616,2022,5,5,1
76616,2023,8,8,1
76616,2024,9,9,1
76622,2021,34,34,2
76622,2022,36,36,1
76622,2023,45,45,1
76622,2024,41,41,1
76670,2021,12,12,1
76670,2022,16,16,1
76670,2023,15,15,1
76670,2024,10,10,1
76736,2021,16,16,1
76736,2022,32,32,1
76736,2023,58,58,1
76736,2024,28,28,1
76823,2021,2,2,1
76823,2022,4,4,1
76823,2023,12,12,1
76823,2024,12,12,1
76828,2021,2,2,1
76828,2022,13,13,1
76828,2023,6,6,1
76828,2024,9,9,1
76834,2021,105,105,3
76834,2022,117,117,3
76834,2023,153,153,5
76834,2024,111,111,2
76845,2021,1,1,1
76845,2022,3,3,1
76845,2023,8,8,1
76845,2024,2,2,1
76863,2021,4,4,1
76863,2022,4,4,1
76863,2023,6,6,1
76863,2024,6,6,1
76869,2021,12,12,1
76869,2022,12,12,1
76869,2023,18,18,1
76869,2024,25,25,1
76890,2021,5,5,1
76890,2022,9,9,1
76890,2023,3,3,1
76890,2024,4,4,1
76892,2021,69,69,4
76892,2022,101,101,2
76892,2023,127,127,2
76892,2024,110,110,1
76895,2021,27,27,2
76895,2022,19,19,3
76895,2023,18,18,2
76895,2024,24,24,2
81001,2021,39,39,1
81001,2022,66,66,4
81001,2023,63,63,2
81001,2024,52,52,2
81065,2021,28,28,1
81065,2022,22,22,1
81065,2023,27,27,1
81065,2024,27,27,1
81220,2021,1,1,1
81220,2022,2,2,1
81220,2023,6,6,1
81220,2024,2,2,1
81300,2021,18,18,2
81300,2022,13,13,1
81300,2023,13,13,1
81300,2024,14,14,2
81591,2022,1,1,1
81591,2023,2,2,1
81591,2024,1,1,1
81736,2021,41,41,2
81736,2022,44,44,1
81736,2023,41,41,1
81736,2024,37,37,1
81794,2021,32,32,1
81794,2022,29,29,1
81794,2023,33,33,1
81794,2024,51,51,1
85001,2021,159,159,1
85001,2022,160,160,3
85001,2023,164,164,6
85001,2024,175,175,2
85010,2021,20,20,1
85010,2022,25,25,2
85010,2023,34,34,3
85010,2024,13,13,1
85015,2021,2,2,1
85015,2022,2,2,1
85015,2023,1,1,1
85125,2021,4,4,1
85125,2022,6,6,1
85125,2023,10,10,1
85125,2024,6,6,1
85136,2022,1,1,1
85136,2023,1,1,1
85136,2024,2,2,1
85139,2021,5,5,1
85139,2022,4,4,1
85139,2023,11,11,1
85139,2024,11,11,1
85162,2021,6,6,1
85162,2022,4,4,1
85162,2023,6,6,1
85162,2024,6,6,1
85225,2021,3,3,1
85225,2022,5,5,1
85225,2023,2,2,1
85225,2024,4,4,1
85230,2021,5,5,1
85230,2022,4,4,1
85230,2023,5,5,1
85230,2024,5,5,1
85250,2021,32,32,1
85250,2022,24,24,2
85250,2023,22,22,1
85250,2024,18,18,2
85263,2021,4,4,2
85263,2022,6,6,1
85263,2023,7,7,1
85263,2024,5,5,2
85279,2022,1,1,1
85279,2024,1,1,1
85300,2022,4,4,1
85300,2023,1,1,1
85300,2024,2,2,1
85315,2021,1,1,1
85315,2022,1,1,1
85325,2022,7,7,4
85325,2023,3,3,2
85325,2024,4,4,1
85400,2021,5,5,1
85400,2022,5,5,1
85400,2023,3,3,1
85400,2024,5,5,1
85410,2021,15,15,1
85410,2022,15,15,1
85410,2023,20,20,1
85410,2024,7,7,1
85430,2021,10,10,1
85430,2022,5,5,1
85430,2023,10,10,1
85430,2024,5,5,1
85440,2021,18,18,1
85440,2022,22,22,1
85440,2023,19,19,1
85440,2024,31,31,1
86001,2021,59,59,2
86001,2022,80,80,2
86001,2023,74,74,3
86001,2024,40,40,1
86219,2021,4,4,1
86219,2022,9,9,2
86219,2023,4,4,1
86219,2024,2,2,1
86320,2021,39,39,1
86320,2022,29,29,2
86320,2023,36,36,1
86320,2024,32,32,1
86568,2021,62,62,3
86568,2022,90,90,3
86568,2023,88,88,3
86568,2024,71,71,2
86569,2021,13,13,1
86569,2022,13,13,2
86569,2023,17,17,1
86569,2024,7,7,1
86571,2021,9,9,1
86571,2022,6,6,1
86571,2023,3,3,1
86571,2024,7,7,2
86573,2021,10,10,1
86573,2022,19,19,2
86573,2023,28,28,1
86573,2024,6,6,1
86749,2021,12,12,1
86749,2022,18,18,1
86749,2023,16,16,1
86749,2024,14,14,1
86755,2021,10,10,1
86755,2022,3,3,1
86755,2023,4,4,1
86755,2024,4,4,1
86757,2021,12,12,1
86757,2022,7,7,1
86757,2023,12,12,2
86757,2024,15,15,1
86760,2021,6,6,1
86760,2022,12,12,1
86760,2023,14,14,1
86760,2024,6,6,1
86865,2021,40,40,3
86865,2022,40,40,1
86865,2023,31,31,1
86865,2024,34,34,1
86885,2021,31,31,1
86885,2022,34,34,2
86885,2023,25,25,1
86885,2024,35,35,2
88001,2021,7,7,1
88001,2022,24,24,1
88001,2023,33,33,2
88001,2024,29,29,1
88564,2021,1,1,1
88564,2022,2,2,1
88564,2023,3,3,1
88564,2024,6,6,1
91001,2021,42,42,3
91001,2022,59,59,3
91001,2023,63,63,3
91001,2024,61,61,2
91263,2022,2,2,1
91263,2024,4,4,1
91405,2022,1,1,1
91405,2023,4,4,1
91405,2024,5,5,1
91407,2021,2,2,1
91407,2022,4,4,1
91407,2023,3,3,1
91407,2024,7,7,1
91430,2024,1,1,1
91460,2021,1,1,1
91460,2022,2,2,1
91460,2023,1,1,1
91460,2024,4,4,1
91536,2021,3,3,1
91536,2023,5,5,1
91536,2024,1,1,1
91540,2021,9,9,1
91540,2022,6,6,1
91540,2023,4,4,1
91540,2024,10,10,1
91669,2022,1,1,1
91669,2023,4,4,1
91669,2024,2,2,1
91798,2021,6,6,1
91798,2022,2,2,1
91798,2023,3,3,1
91798,2024,6,6,1
94001,2021,24,24,2
94001,2022,34,34,1
94001,2023,27,27,1
94001,2024,28,28,1
94343,2022,2,2,1
94343,2023,2,2,1
94343,2024,2,2,1
94663,2022,1,1,1
94883,2023,2,2,1
95001,2021,45,45,1
95001,2022,28,28,2
95001,2023,78,78,1
95001,2024,45,45,3
95015,2021,5,5,1
95015,2022,5,5,1
95015,2023,9,9,1
95015,2024,8,8,1
95025,2021,4,4,1
95025,2022,2,2,1
95025,2023,5,5,1
95025,2024,9,9,1
95200,2021,1,1,1
95200,2022,4,4,1
95200,2023,4,4,1
95200,2024,8,8,1
97001,2021,35,35,1
97001,2022,28,28,1
97001,2023,87,87,1
97001,2024,77,77,2
97161,2021,3,3,1
97161,2022,3,3,1
97161,2023,9,9,1
97161,2024,7,7,1
97511,2021,1,1,1
97511,2022,2,2,2
97511,2023,4,4,1
97511,2024,11,11,1
97666,2021,5,5,1
97666,2022,10,10,1
97666,2023,10,10,1
97666,2024,6,6,1
97777,2024,1,1,1
97889,2022,4,4,1
97889,2023,1,1,1
97889,2024,3,3,1
99001,2021,6,6,1
99001,2022,18,18,1
99001,2023,14,14,1
99001,2024,11,11,1
99524,2021,5,5,1
99524,2022,3,3,1
99524,2023,8,8,1
99524,2024,10,10,2
99624,2022,4,4,1
99624,2023,6,6,1
99624,2024,2,2,1
99773,2021,2,2,1
99773,2022,7,7,1
99773,2023,4,4,1
99773,2024,8,8,1
